Labels,32C_6_18K,
Type,Emission Scan,
Comment,,
Start,252.00,
Stop,750.00,
Step,0.150,
Fixed/Offset,248.400,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,Xe,
Temp,28.550,
Scan Polariser,None,
Scan Slit,0.2520,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,2.9970,
Detector,Red PMT,

252.00,4.15002969E+4,
252.1500,2.24265352E+4,
252.300,2.11644121E+4,
252.4500,2.03009668E+4,
252.600,2.12401543E+4,
252.7500,2.04874063E+4,
252.900,1.85482578E+4,
253.0500,1.93714863E+4,
253.200,1.86369551E+4,
253.3500,2.01454414E+4,
253.500,2.07961504E+4,
253.6500,1.76025410E+4,
253.800,1.74868379E+4,
253.9500,1.61386123E+4,
254.100,2.17955840E+4,
254.2500,1.75433672E+4,
254.400,1.64421641E+4,
254.5500,1.66037891E+4,
254.700,1.53392422E+4,
254.8500,1.62108291E+4,
255.00,1.53350635E+4,
255.1500,1.47312793E+4,
255.300,1.59407188E+4,
255.4500,1.65210879E+4,
255.600,1.43843525E+4,
255.7500,1.49066748E+4,
255.900,1.46657773E+4,
256.0500,1.56482930E+4,
256.200,1.53225039E+4,
256.3500,1.50660674E+4,
256.500,1.45849502E+4,
256.6500,1.30327441E+4,
256.800,1.55229824E+4,
256.9500,1.32287510E+4,
257.100,1.48641387E+4,
257.2500,1.32276172E+4,
257.400,1.34874043E+4,
257.5500,1.32716602E+4,
257.700,1.32661025E+4,
257.8500,1.43149648E+4,
258.00,1.32538242E+4,
258.1500,1.32869648E+4,
258.300,1.40370371E+4,
258.4500,1.49990020E+4,
258.600,1.37480215E+4,
258.7500,1.68341152E+4,
258.900,1.45101152E+4,
259.0500,1.80680293E+4,
259.200,1.62244580E+4,
259.3500,1.87862871E+4,
259.500,1.94469570E+4,
259.6500,2.18872461E+4,
259.800,2.29370371E+4,
259.9500,2.22478672E+4,
260.100,2.61035723E+4,
260.2500,2.57359355E+4,
260.400,3.14195488E+4,
260.5500,3.26009922E+4,
260.700,3.42794336E+4,
260.8500,3.60982617E+4,
261.00,3.87157656E+4,
261.1500,4.15357227E+4,
261.300,4.45648633E+4,
261.4500,5.25770781E+4,
261.600,5.13204805E+4,
261.7500,5.80640781E+4,
261.900,6.03734766E+4,
262.0500,6.74528828E+4,
262.200,7.42295703E+4,
262.3500,7.24467891E+4,
262.500,8.11444688E+4,
262.6500,8.16092891E+4,
262.800,8.86738438E+4,
262.9500,9.47486484E+4,
263.100,1.04620977E+5,
263.2500,1.02074258E+5,
263.400,1.11659500E+5,
263.5500,1.12127781E+5,
263.700,1.20647805E+5,
263.8500,1.26619078E+5,
264.00,1.30644828E+5,
264.1500,1.38436859E+5,
264.300,1.44117844E+5,
264.4500,1.49164469E+5,
264.600,1.55260281E+5,
264.7500,1.64655969E+5,
264.900,1.63825750E+5,
265.0500,1.68752172E+5,
265.200,1.79694438E+5,
265.3500,1.82695219E+5,
265.500,1.85292672E+5,
265.6500,1.92813422E+5,
265.800,1.95730938E+5,
265.9500,1.96753906E+5,
266.100,2.06550922E+5,
266.2500,2.11030797E+5,
266.400,2.17107281E+5,
266.5500,2.17210734E+5,
266.700,2.19901484E+5,
266.8500,2.18545109E+5,
267.00,2.33014281E+5,
267.1500,2.35839688E+5,
267.300,2.33630375E+5,
267.4500,2.37446922E+5,
267.600,2.40145656E+5,
267.7500,2.38960438E+5,
267.900,2.40429719E+5,
268.0500,2.50638953E+5,
268.200,2.53400484E+5,
268.3500,2.56608281E+5,
268.500,2.56641953E+5,
268.6500,2.52865344E+5,
268.800,2.55801344E+5,
268.9500,2.62305344E+5,
269.100,2.61351250E+5,
269.2500,2.61951328E+5,
269.400,2.60320438E+5,
269.5500,2.58494266E+5,
269.700,2.62221438E+5,
269.8500,2.60239813E+5,
270.00,2.62422719E+5,
270.1500,2.62705563E+5,
270.300,2.57835969E+5,
270.4500,2.63083969E+5,
270.600,2.57924422E+5,
270.7500,2.66055000E+5,
270.900,2.65768031E+5,
271.0500,2.56905531E+5,
271.200,2.59054156E+5,
271.3500,2.58805031E+5,
271.500,2.53222656E+5,
271.6500,2.55800406E+5,
271.800,2.57205609E+5,
271.9500,2.52102063E+5,
272.100,2.52407734E+5,
272.2500,2.47845688E+5,
272.400,2.51959469E+5,
272.5500,2.48073703E+5,
272.700,2.47628563E+5,
272.8500,2.44986313E+5,
273.00,2.42556734E+5,
273.1500,2.49273500E+5,
273.300,2.46795359E+5,
273.4500,2.49416250E+5,
273.600,2.47781906E+5,
273.7500,2.52966234E+5,
273.900,2.59425969E+5,
274.0500,2.54664125E+5,
274.200,2.53715813E+5,
274.3500,2.57134063E+5,
274.500,2.64270594E+5,
274.6500,2.65731875E+5,
274.800,2.65538094E+5,
274.9500,2.65968688E+5,
275.100,2.67831469E+5,
275.2500,2.72750094E+5,
275.400,2.76995156E+5,
275.5500,2.79420688E+5,
275.700,2.82782406E+5,
275.8500,2.87268469E+5,
276.00,2.87705313E+5,
276.1500,2.90119563E+5,
276.300,2.94963906E+5,
276.4500,3.02232594E+5,
276.600,3.07664219E+5,
276.7500,3.09122281E+5,
276.900,3.07267438E+5,
277.0500,3.15126219E+5,
277.200,3.21405750E+5,
277.3500,3.23756969E+5,
277.500,3.28374094E+5,
277.6500,3.34038125E+5,
277.800,3.34879688E+5,
277.9500,3.41909688E+5,
278.100,3.36832719E+5,
278.2500,3.42007344E+5,
278.400,3.54239156E+5,
278.5500,3.49377844E+5,
278.700,3.50499844E+5,
278.8500,3.60298500E+5,
279.00,3.57735031E+5,
279.1500,3.58765813E+5,
279.300,3.68837313E+5,
279.4500,3.67003031E+5,
279.600,3.75308781E+5,
279.7500,3.80738688E+5,
279.900,3.73302781E+5,
280.0500,3.81209031E+5,
280.200,3.82022125E+5,
280.3500,3.82462531E+5,
280.500,3.81122656E+5,
280.6500,3.84862875E+5,
280.800,3.85134844E+5,
280.9500,3.90367281E+5,
281.100,3.79764531E+5,
281.2500,3.80656844E+5,
281.400,3.86515844E+5,
281.5500,3.90171625E+5,
281.700,3.83813438E+5,
281.8500,3.82503781E+5,
282.00,3.76062500E+5,
282.1500,3.76426531E+5,
282.300,3.75500313E+5,
282.4500,3.79842313E+5,
282.600,3.75762969E+5,
282.7500,3.71930563E+5,
282.900,3.72425844E+5,
283.0500,3.64050281E+5,
283.200,3.70864719E+5,
283.3500,3.65785938E+5,
283.500,3.62786531E+5,
283.6500,3.65215313E+5,
283.800,3.65107750E+5,
283.9500,3.62123938E+5,
284.100,3.53076281E+5,
284.2500,3.54705938E+5,
284.400,3.60767156E+5,
284.5500,3.52786750E+5,
284.700,3.50163406E+5,
284.8500,3.45251125E+5,
285.00,3.42388656E+5,
285.1500,3.43888313E+5,
285.300,3.36962438E+5,
285.4500,3.39531719E+5,
285.600,3.35127875E+5,
285.7500,3.28859313E+5,
285.900,3.25002594E+5,
286.0500,3.15315781E+5,
286.200,3.11869875E+5,
286.3500,3.05871063E+5,
286.500,3.07015656E+5,
286.6500,2.98373000E+5,
286.800,2.98190000E+5,
286.9500,2.96472594E+5,
287.100,3.00551719E+5,
287.2500,2.96873594E+5,
287.400,2.89540000E+5,
287.5500,2.90079188E+5,
287.700,2.88956750E+5,
287.8500,2.82324438E+5,
288.00,2.76696844E+5,
288.1500,2.71407656E+5,
288.300,2.64790500E+5,
288.4500,2.62951938E+5,
288.600,2.61927594E+5,
288.7500,2.55320219E+5,
288.900,2.50376375E+5,
289.0500,2.43773469E+5,
289.200,2.48200000E+5,
289.3500,2.42337766E+5,
289.500,2.39192469E+5,
289.6500,2.31821016E+5,
289.800,2.29601609E+5,
289.9500,2.26192375E+5,
290.100,2.24797047E+5,
290.2500,2.18926938E+5,
290.400,2.11831016E+5,
290.5500,2.12701000E+5,
290.700,2.09437484E+5,
290.8500,2.10013016E+5,
291.00,1.99045609E+5,
291.1500,1.99045266E+5,
291.300,1.96945625E+5,
291.4500,1.91998219E+5,
291.600,1.86945797E+5,
291.7500,1.81602469E+5,
291.900,1.82026094E+5,
292.0500,1.77797813E+5,
292.200,1.72630906E+5,
292.3500,1.70212563E+5,
292.500,1.65450063E+5,
292.6500,1.64393750E+5,
292.800,1.60855813E+5,
292.9500,1.57915125E+5,
293.100,1.53607875E+5,
293.2500,1.53280219E+5,
293.400,1.52630656E+5,
293.5500,1.46962047E+5,
293.700,1.45048516E+5,
293.8500,1.43635781E+5,
294.00,1.44001656E+5,
294.1500,1.40385500E+5,
294.300,1.34889938E+5,
294.4500,1.35572297E+5,
294.600,1.33421266E+5,
294.7500,1.32990469E+5,
294.900,1.31511031E+5,
295.0500,1.25408016E+5,
295.200,1.23886352E+5,
295.3500,1.23109273E+5,
295.500,1.18957984E+5,
295.6500,1.19612234E+5,
295.800,1.16164102E+5,
295.9500,1.13228391E+5,
296.100,1.12740664E+5,
296.2500,1.13125852E+5,
296.400,1.10978297E+5,
296.5500,1.08670523E+5,
296.700,1.09062766E+5,
296.8500,1.07472836E+5,
297.00,1.06882922E+5,
297.1500,1.06747516E+5,
297.300,1.06051789E+5,
297.4500,1.06088570E+5,
297.600,1.03294703E+5,
297.7500,1.01155477E+5,
297.900,1.02455969E+5,
298.0500,1.00064430E+5,
298.200,9.88999375E+4,
298.3500,9.83055859E+4,
298.500,9.78726875E+4,
298.6500,9.67684141E+4,
298.800,9.62031797E+4,
298.9500,9.68231328E+4,
299.100,9.65234141E+4,
299.2500,9.66142891E+4,
299.400,9.97100469E+4,
299.5500,9.86386406E+4,
299.700,9.80773125E+4,
299.8500,9.58022813E+4,
300.00,9.66129297E+4,
300.1500,9.66791563E+4,
300.300,9.81915859E+4,
300.4500,9.77350078E+4,
300.600,9.88861406E+4,
300.7500,9.61698047E+4,
300.900,9.56090781E+4,
301.0500,9.73995391E+4,
301.200,1.00143070E+5,
301.3500,1.00700875E+5,
301.500,1.02451641E+5,
301.6500,1.02461727E+5,
301.800,1.03822094E+5,
301.9500,1.04368133E+5,
302.100,1.03467984E+5,
302.2500,1.04795727E+5,
302.400,1.08918906E+5,
302.5500,1.07581242E+5,
302.700,1.10694086E+5,
302.8500,1.11776148E+5,
303.00,1.12757336E+5,
303.1500,1.09220859E+5,
303.300,1.11360148E+5,
303.4500,1.12856625E+5,
303.600,1.17421539E+5,
303.7500,1.17257508E+5,
303.900,1.19630406E+5,
304.0500,1.18434602E+5,
304.200,1.23630367E+5,
304.3500,1.23594000E+5,
304.500,1.23413875E+5,
304.6500,1.23356711E+5,
304.800,1.26193063E+5,
304.9500,1.28679008E+5,
305.100,1.30122602E+5,
305.2500,1.33193109E+5,
305.400,1.33118766E+5,
305.5500,1.34012969E+5,
305.700,1.32681063E+5,
305.8500,1.35855656E+5,
306.00,1.35448828E+5,
306.1500,1.36275906E+5,
306.300,1.37751266E+5,
306.4500,1.39998188E+5,
306.600,1.39801063E+5,
306.7500,1.40967172E+5,
306.900,1.39336016E+5,
307.0500,1.40892344E+5,
307.200,1.41648156E+5,
307.3500,1.41994813E+5,
307.500,1.40094031E+5,
307.6500,1.41938531E+5,
307.800,1.45762516E+5,
307.9500,1.47308719E+5,
308.100,1.44337359E+5,
308.2500,1.44784469E+5,
308.400,1.44537859E+5,
308.5500,1.45428219E+5,
308.700,1.43826844E+5,
308.8500,1.44898672E+5,
309.00,1.42972500E+5,
309.1500,1.42830594E+5,
309.300,1.44276719E+5,
309.4500,1.42709891E+5,
309.600,1.43090172E+5,
309.7500,1.43051906E+5,
309.900,1.42049563E+5,
310.0500,1.42221281E+5,
310.200,1.41325469E+5,
310.3500,1.41529375E+5,
310.500,1.42387344E+5,
310.6500,1.41218563E+5,
310.800,1.42213422E+5,
310.9500,1.38312328E+5,
311.100,1.39063172E+5,
311.2500,1.40828719E+5,
311.400,1.41446844E+5,
311.5500,1.38524953E+5,
311.700,1.39803594E+5,
311.8500,1.39629219E+5,
312.00,1.37646359E+5,
312.1500,1.38035797E+5,
312.300,1.35246703E+5,
312.4500,1.35654672E+5,
312.600,1.35833719E+5,
312.7500,1.36019516E+5,
312.900,1.32165219E+5,
313.0500,1.31018781E+5,
313.200,1.32861891E+5,
313.3500,1.29605320E+5,
313.500,1.30533586E+5,
313.6500,1.29557945E+5,
313.800,1.30942805E+5,
313.9500,1.26360266E+5,
314.100,1.26912156E+5,
314.2500,1.27258094E+5,
314.400,1.28263367E+5,
314.5500,1.26474680E+5,
314.700,1.27284234E+5,
314.8500,1.25753914E+5,
315.00,1.25643078E+5,
315.1500,1.24156531E+5,
315.300,1.23105703E+5,
315.4500,1.21682727E+5,
315.600,1.21887555E+5,
315.7500,1.25269031E+5,
315.900,1.22430602E+5,
316.0500,1.21965414E+5,
316.200,1.21625109E+5,
316.3500,1.23138109E+5,
316.500,1.21412125E+5,
316.6500,1.19759688E+5,
316.800,1.21385266E+5,
316.9500,1.18775141E+5,
317.100,1.19453055E+5,
317.2500,1.21200492E+5,
317.400,1.17919719E+5,
317.5500,1.18304430E+5,
317.700,1.15393766E+5,
317.8500,1.16520453E+5,
318.00,1.14755914E+5,
318.1500,1.16012305E+5,
318.300,1.13351383E+5,
318.4500,1.16337383E+5,
318.600,1.15600016E+5,
318.7500,1.11339992E+5,
318.900,1.11702250E+5,
319.0500,1.11712375E+5,
319.200,1.11063500E+5,
319.3500,1.10744070E+5,
319.500,1.10797672E+5,
319.6500,1.09109180E+5,
319.800,1.10397008E+5,
319.9500,1.08868430E+5,
320.100,1.08560383E+5,
320.2500,1.07699211E+5,
320.400,1.08982539E+5,
320.5500,1.06063266E+5,
320.700,1.06494969E+5,
320.8500,1.04866617E+5,
321.00,1.06753078E+5,
321.1500,1.05357203E+5,
321.300,1.04135563E+5,
321.4500,1.04828219E+5,
321.600,1.03079977E+5,
321.7500,1.02646531E+5,
321.900,1.02457414E+5,
322.0500,1.03323180E+5,
322.200,1.01347883E+5,
322.3500,9.88034609E+4,
322.500,1.01547023E+5,
322.6500,1.01007398E+5,
322.800,1.00641141E+5,
322.9500,9.79616797E+4,
323.100,9.71561250E+4,
323.2500,9.78441484E+4,
323.400,1.00880969E+5,
323.5500,9.73652422E+4,
323.700,9.79946641E+4,
323.8500,9.86792344E+4,
324.00,9.51843516E+4,
324.1500,9.68548906E+4,
324.300,9.43494453E+4,
324.4500,9.50189219E+4,
324.600,9.36475859E+4,
324.7500,9.19537266E+4,
324.900,9.13503516E+4,
325.0500,9.08634844E+4,
325.200,9.02455391E+4,
325.3500,8.86576328E+4,
325.500,8.86995313E+4,
325.6500,8.89273672E+4,
325.800,8.81042969E+4,
325.9500,8.81074141E+4,
326.100,8.88097656E+4,
326.2500,8.59773828E+4,
326.400,8.66800234E+4,
326.5500,8.60856250E+4,
326.700,8.61535078E+4,
326.8500,8.33866563E+4,
327.00,8.39596719E+4,
327.1500,8.19866641E+4,
327.300,8.08954922E+4,
327.4500,8.04728125E+4,
327.600,7.95920391E+4,
327.7500,7.73168594E+4,
327.900,7.82642422E+4,
328.0500,7.76786328E+4,
328.200,7.59875000E+4,
328.3500,7.66463047E+4,
328.500,7.60501719E+4,
328.6500,7.49078672E+4,
328.800,7.29236719E+4,
328.9500,7.24497344E+4,
329.100,7.20927891E+4,
329.2500,7.19684297E+4,
329.400,7.22603438E+4,
329.5500,7.15139844E+4,
329.700,6.99333906E+4,
329.8500,6.95603984E+4,
330.00,6.94686094E+4,
330.1500,6.84708516E+4,
330.300,6.71967109E+4,
330.4500,6.71919844E+4,
330.600,6.68514844E+4,
330.7500,6.74987031E+4,
330.900,6.44904766E+4,
331.0500,6.35434883E+4,
331.200,6.29980547E+4,
331.3500,6.24257305E+4,
331.500,6.21376484E+4,
331.6500,6.24360039E+4,
331.800,6.11263789E+4,
331.9500,5.99049961E+4,
332.100,5.76290352E+4,
332.2500,5.93153398E+4,
332.400,5.76592813E+4,
332.5500,5.76127188E+4,
332.700,5.67982070E+4,
332.8500,5.64285859E+4,
333.00,5.48491953E+4,
333.1500,5.51425273E+4,
333.300,5.40823359E+4,
333.4500,5.39323477E+4,
333.600,5.34681445E+4,
333.7500,5.34433516E+4,
333.900,5.17205352E+4,
334.0500,5.17878516E+4,
334.200,5.08804023E+4,
334.3500,4.99106680E+4,
334.500,4.87044844E+4,
334.6500,4.86563828E+4,
334.800,4.80013438E+4,
334.9500,4.78349648E+4,
335.100,4.72506602E+4,
335.2500,4.65779336E+4,
335.400,4.65947070E+4,
335.5500,4.47141328E+4,
335.700,4.51351367E+4,
335.8500,4.45130430E+4,
336.00,4.40879219E+4,
336.1500,4.28927344E+4,
336.300,4.38849570E+4,
336.4500,4.20537266E+4,
