Labels,32C_24_550K,
Type,Emission Scan,
Comment,,
Start,450.00,
Stop,750.1500,
Step,0.150,
Fixed/Offset,248.400,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,False,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.20,
Lamp,Xe,
Temp,28.450,
Scan Polariser,None,
Scan Slit,0.2520,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,2.9970,
Detector,Red PMT,

450.00,1.43116785E+3,
450.1500,1.66833911E+3,
450.300,1.49875659E+3,
450.4500,1.35881519E+3,
450.600,1.16263550E+3,
450.7500,1.08914441E+3,
450.900,1.04503638E+3,
451.0500,9.95832153E+2,
451.200,9.70499268E+2,
451.3500,9.73755188E+2,
451.500,1.04691101E+3,
451.6500,1.02634119E+3,
451.800,1.02165643E+3,
451.9500,1.10436633E+3,
452.100,1.23902844E+3,
452.2500,1.24629150E+3,
452.400,1.32735107E+3,
452.5500,1.34987866E+3,
452.700,1.23673474E+3,
452.8500,1.23779700E+3,
453.00,1.14001575E+3,
453.1500,1.09431799E+3,
453.300,1.04771570E+3,
453.4500,1.08508594E+3,
453.600,1.08437939E+3,
453.7500,1.14059863E+3,
453.900,1.02805383E+3,
454.0500,1.00820911E+3,
454.200,1.05397351E+3,
454.3500,1.05395471E+3,
454.500,1.01633411E+3,
454.6500,1.03534290E+3,
454.800,1.11983997E+3,
454.9500,1.02588904E+3,
455.100,1.18078638E+3,
455.2500,1.00032440E+3,
455.400,1.05444250E+3,
455.5500,1.10508997E+3,
455.700,1.09890308E+3,
455.8500,1.10645349E+3,
456.00,1.09096106E+3,
456.1500,1.25132458E+3,
456.300,1.10151086E+3,
456.4500,1.11932141E+3,
456.600,1.18299622E+3,
456.7500,1.21581226E+3,
456.900,1.17291040E+3,
457.0500,1.19260828E+3,
457.200,1.20580566E+3,
457.3500,1.19976062E+3,
457.500,1.24071899E+3,
457.6500,1.26359253E+3,
457.800,1.22987805E+3,
457.9500,1.20779810E+3,
458.100,1.16146838E+3,
458.2500,1.15150159E+3,
458.400,1.32174597E+3,
458.5500,1.16610327E+3,
458.700,1.18060876E+3,
458.8500,1.22876257E+3,
459.00,1.16488611E+3,
459.1500,1.06726123E+3,
459.300,1.15237976E+3,
459.4500,1.09246423E+3,
459.600,1.13081567E+3,
459.7500,1.04820325E+3,
459.900,1.08878894E+3,
460.0500,1.15464417E+3,
460.200,1.10920166E+3,
460.3500,1.12860339E+3,
460.500,1.10547937E+3,
460.6500,1.17725769E+3,
460.800,1.10646240E+3,
460.9500,1.11433606E+3,
461.100,1.13266248E+3,
461.2500,1.24425830E+3,
461.400,1.22863586E+3,
461.5500,1.26220862E+3,
461.700,1.25890039E+3,
461.8500,1.42505188E+3,
462.00,1.45877148E+3,
462.1500,1.37090051E+3,
462.300,1.57098987E+3,
462.4500,1.57195203E+3,
462.600,1.60456750E+3,
462.7500,1.67726807E+3,
462.900,1.52071826E+3,
463.0500,1.50799329E+3,
463.200,1.40824548E+3,
463.3500,1.38112927E+3,
463.500,1.31765051E+3,
463.6500,1.35198242E+3,
463.800,1.27929224E+3,
463.9500,1.18670325E+3,
464.100,1.15960474E+3,
464.2500,1.16349866E+3,
464.400,1.22989001E+3,
464.5500,1.19241833E+3,
464.700,1.11397437E+3,
464.8500,1.10745398E+3,
465.00,1.12933716E+3,
465.1500,1.14306738E+3,
465.300,1.21538281E+3,
465.4500,1.13070337E+3,
465.600,1.11205115E+3,
465.7500,1.06952075E+3,
465.900,1.12175146E+3,
466.0500,1.17599219E+3,
466.200,1.19711511E+3,
466.3500,1.24820203E+3,
466.500,1.33946155E+3,
466.6500,1.49549658E+3,
466.800,1.72943652E+3,
466.9500,2.06360449E+3,
467.100,2.16685889E+3,
467.2500,2.18887476E+3,
467.400,2.32570020E+3,
467.5500,2.18362549E+3,
467.700,2.05315503E+3,
467.8500,1.75747681E+3,
468.00,1.82787610E+3,
468.1500,1.56809497E+3,
468.300,1.55532983E+3,
468.4500,1.39607141E+3,
468.600,1.44755896E+3,
468.7500,1.32224670E+3,
468.900,1.39604028E+3,
469.0500,1.30659045E+3,
469.200,1.39369385E+3,
469.3500,1.28938599E+3,
469.500,1.36626611E+3,
469.6500,1.40362341E+3,
469.800,1.44092944E+3,
469.9500,1.35004102E+3,
470.100,1.35320276E+3,
470.2500,1.32116382E+3,
470.400,1.27003076E+3,
470.5500,1.31760547E+3,
470.700,1.21221777E+3,
470.8500,1.13912891E+3,
471.00,1.16058179E+3,
471.1500,1.10589099E+3,
471.300,1.14663013E+3,
471.4500,1.05585925E+3,
471.600,1.12468225E+3,
471.7500,1.09717627E+3,
471.900,1.14388025E+3,
472.0500,1.12547070E+3,
472.200,1.07111938E+3,
472.3500,1.05485986E+3,
472.500,1.17181482E+3,
472.6500,1.16155115E+3,
472.800,1.25440894E+3,
472.9500,1.37725586E+3,
473.100,1.49214185E+3,
473.2500,1.67709143E+3,
473.400,1.80997192E+3,
473.5500,1.77575256E+3,
473.700,1.60549939E+3,
473.8500,1.33926660E+3,
474.00,1.19210413E+3,
474.1500,1.21508997E+3,
474.300,1.15507043E+3,
474.4500,1.20305750E+3,
474.600,1.13903943E+3,
474.7500,1.21902637E+3,
474.900,1.14601001E+3,
475.0500,1.13202917E+3,
475.200,1.16111963E+3,
475.3500,1.11620081E+3,
475.500,1.16529883E+3,
475.6500,1.11937231E+3,
475.800,1.18748486E+3,
475.9500,1.20758398E+3,
476.100,1.15869666E+3,
476.2500,1.19788538E+3,
476.400,1.18103540E+3,
476.5500,1.15717273E+3,
476.700,1.19937878E+3,
476.8500,1.21155701E+3,
477.00,1.17366638E+3,
477.1500,1.12284192E+3,
477.300,1.15815405E+3,
477.4500,1.14437830E+3,
477.600,1.17469653E+3,
477.7500,1.12181775E+3,
477.900,1.17420203E+3,
478.0500,1.16747961E+3,
478.200,1.23007275E+3,
478.3500,1.22345313E+3,
478.500,1.25397473E+3,
478.6500,1.22124255E+3,
478.800,1.26082117E+3,
478.9500,1.25017529E+3,
479.100,1.21145776E+3,
479.2500,1.27433313E+3,
479.400,1.16821533E+3,
479.5500,1.20696130E+3,
479.700,1.23969543E+3,
479.8500,1.30066382E+3,
480.00,1.39191785E+3,
480.1500,1.29876685E+3,
480.300,1.39417749E+3,
480.4500,1.49067957E+3,
480.600,1.53273999E+3,
480.7500,1.58998682E+3,
480.900,1.60988855E+3,
481.0500,1.66619226E+3,
481.200,1.64261523E+3,
481.3500,1.53502856E+3,
481.500,1.49112451E+3,
481.6500,1.45528284E+3,
481.800,1.39610645E+3,
481.9500,1.44735657E+3,
482.100,1.50376221E+3,
482.2500,1.50647217E+3,
482.400,1.43712195E+3,
482.5500,1.41136755E+3,
482.700,1.47294812E+3,
482.8500,1.58641077E+3,
483.00,1.58508057E+3,
483.1500,1.61951855E+3,
483.300,1.57561658E+3,
483.4500,1.46648560E+3,
483.600,1.43467224E+3,
483.7500,1.49763354E+3,
483.900,1.44539441E+3,
484.0500,1.50233972E+3,
484.200,1.45424353E+3,
484.3500,1.56753796E+3,
484.500,1.44681738E+3,
484.6500,1.52135889E+3,
484.800,1.50282751E+3,
484.9500,1.43510144E+3,
485.100,1.39708447E+3,
485.2500,1.39905090E+3,
485.400,1.41538452E+3,
485.5500,1.38449072E+3,
485.700,1.28366431E+3,
485.8500,1.35650513E+3,
486.00,1.33167236E+3,
486.1500,1.36863049E+3,
486.300,1.39120752E+3,
486.4500,1.35503162E+3,
486.600,1.38174915E+3,
486.7500,1.44877100E+3,
486.900,1.40221338E+3,
487.0500,1.46516101E+3,
487.200,1.42051697E+3,
487.3500,1.49383069E+3,
487.500,1.54133191E+3,
487.6500,1.67283801E+3,
487.800,1.59500745E+3,
487.9500,1.61254785E+3,
488.100,1.76607410E+3,
488.2500,1.81793884E+3,
488.400,1.87297327E+3,
488.5500,1.80326892E+3,
488.700,1.93430334E+3,
488.8500,1.82290527E+3,
489.00,1.88637585E+3,
489.1500,1.92092114E+3,
489.300,1.93881787E+3,
489.4500,1.90142151E+3,
489.600,1.99136987E+3,
489.7500,1.95812756E+3,
489.900,1.92379297E+3,
490.0500,1.96797742E+3,
490.200,2.08990723E+3,
490.3500,2.07789185E+3,
490.500,2.10569971E+3,
490.6500,2.28361499E+3,
490.800,2.39772827E+3,
490.9500,2.39534058E+3,
491.100,2.46671777E+3,
491.2500,2.58354785E+3,
491.400,2.65736426E+3,
491.5500,2.79351294E+3,
491.700,2.85916504E+3,
491.8500,2.99885596E+3,
492.00,2.92521729E+3,
492.1500,2.93292773E+3,
492.300,2.83368823E+3,
492.4500,2.76077075E+3,
492.600,2.76090845E+3,
492.7500,2.71751343E+3,
492.900,2.72821973E+3,
493.0500,2.49117725E+3,
493.200,2.45907861E+3,
493.3500,2.36409082E+3,
493.500,2.37552026E+3,
493.6500,2.25150610E+3,
493.800,2.27565869E+3,
493.9500,2.17806592E+3,
494.100,2.12092822E+3,
494.2500,2.10220508E+3,
494.400,2.10271826E+3,
494.5500,2.05501050E+3,
494.700,2.00079138E+3,
494.8500,2.12031567E+3,
495.00,2.05745996E+3,
495.1500,1.98813843E+3,
495.300,2.03485693E+3,
495.4500,2.03643530E+3,
495.600,1.96476062E+3,
495.7500,2.02664099E+3,
495.900,2.01201245E+3,
496.0500,1.99417859E+3,
496.200,1.96562781E+3,
496.3500,1.93810156E+3,
496.500,1.91376843E+3,
496.6500,1.84821912E+3,
496.800,1.94519373E+3,
496.9500,1.85024695E+3,
497.100,1.84862891E+3,
497.2500,1.87313745E+3,
497.400,1.76819666E+3,
497.5500,1.70117773E+3,
497.700,1.88475098E+3,
497.8500,1.81115576E+3,
498.00,1.77564331E+3,
498.1500,1.70402759E+3,
498.300,1.80075317E+3,
498.4500,1.81990271E+3,
498.600,1.74811108E+3,
498.7500,1.76503894E+3,
498.900,1.74246338E+3,
499.0500,1.67039648E+3,
499.200,1.70270471E+3,
499.3500,1.66680603E+3,
499.500,1.74874158E+3,
499.6500,1.75692236E+3,
499.800,1.67348877E+3,
499.9500,1.63630518E+3,
500.100,1.53382166E+3,
500.2500,1.61932129E+3,
500.400,1.60637036E+3,
500.5500,1.48805066E+3,
500.700,1.52488989E+3,
500.8500,1.46514795E+3,
501.00,1.56539160E+3,
501.1500,1.52225171E+3,
501.300,1.38436365E+3,
501.4500,1.36104456E+3,
501.600,1.37338025E+3,
501.7500,1.38014941E+3,
501.900,1.36904358E+3,
502.0500,1.32883435E+3,
502.200,1.41618066E+3,
502.3500,1.31207117E+3,
502.500,1.18310706E+3,
502.6500,1.27053845E+3,
502.800,1.32441394E+3,
502.9500,1.26032654E+3,
503.100,1.33457495E+3,
503.2500,1.26480859E+3,
503.400,1.32116858E+3,
503.5500,1.24448706E+3,
503.700,1.30995361E+3,
503.8500,1.21390283E+3,
504.00,1.19234143E+3,
504.1500,1.20928040E+3,
504.300,1.27271179E+3,
504.4500,1.28180518E+3,
504.600,1.22278809E+3,
504.7500,1.29775330E+3,
504.900,1.24204675E+3,
505.0500,1.29780579E+3,
505.200,1.18275171E+3,
505.3500,1.25680469E+3,
505.500,1.32527856E+3,
505.6500,1.28761560E+3,
505.800,1.25902917E+3,
505.9500,1.42953845E+3,
506.100,1.43886719E+3,
506.2500,1.38401831E+3,
506.400,1.39448181E+3,
506.5500,1.46584509E+3,
506.700,1.47754321E+3,
506.8500,1.58478076E+3,
507.00,1.65304248E+3,
507.1500,1.68697668E+3,
507.300,1.68057300E+3,
507.4500,1.79662097E+3,
507.600,1.80995996E+3,
507.7500,1.88814697E+3,
507.900,1.93750964E+3,
508.0500,1.88260217E+3,
508.200,1.97975610E+3,
508.3500,1.85276880E+3,
508.500,1.81626868E+3,
508.6500,1.83792175E+3,
508.800,1.75701196E+3,
508.9500,1.68410071E+3,
509.100,1.59348633E+3,
509.2500,1.48279395E+3,
509.400,1.54862952E+3,
509.5500,1.52788342E+3,
509.700,1.45783203E+3,
509.8500,1.41933472E+3,
510.00,1.35490491E+3,
510.1500,1.35967175E+3,
510.300,1.30557971E+3,
510.4500,1.36686060E+3,
510.600,1.40348010E+3,
510.7500,1.31149023E+3,
510.900,1.36465686E+3,
511.0500,1.34105310E+3,
511.200,1.31386365E+3,
511.3500,1.29965149E+3,
511.500,1.20477466E+3,
511.6500,1.20229773E+3,
511.800,1.16417407E+3,
511.9500,1.18780627E+3,
512.100,1.14726453E+3,
512.2500,1.07688745E+3,
512.400,1.04452795E+3,
512.5500,1.08371301E+3,
512.700,1.03456506E+3,
512.8500,1.03075891E+3,
513.00,9.88641541E+2,
513.1500,9.82452026E+2,
513.300,1.01942047E+3,
513.4500,9.37608459E+2,
513.600,9.66186157E+2,
513.7500,9.56324646E+2,
513.900,9.06703369E+2,
514.0500,9.42571350E+2,
514.200,8.91665588E+2,
514.3500,7.87505188E+2,
514.500,8.43934204E+2,
514.6500,8.95634766E+2,
514.800,8.28704346E+2,
514.9500,8.42891663E+2,
515.100,8.18254456E+2,
515.2500,7.70474548E+2,
515.400,8.10182007E+2,
515.5500,8.67013611E+2,
515.700,7.95968201E+2,
515.8500,8.07747314E+2,
516.00,7.86570129E+2,
516.1500,7.25008057E+2,
516.300,7.89373901E+2,
516.4500,7.70562134E+2,
516.600,7.90949951E+2,
516.7500,8.12603699E+2,
516.900,7.64260193E+2,
517.0500,7.52725342E+2,
517.200,7.84276978E+2,
517.3500,7.71520691E+2,
517.500,6.79778076E+2,
517.6500,6.76763672E+2,
517.800,7.33078552E+2,
517.9500,6.91745117E+2,
518.100,7.50675415E+2,
518.2500,7.20451050E+2,
518.400,7.57191101E+2,
518.5500,7.13236145E+2,
518.700,7.38843933E+2,
518.8500,6.91038635E+2,
519.00,7.59047485E+2,
519.1500,7.03706848E+2,
519.300,7.01953674E+2,
519.4500,7.46457092E+2,
519.600,7.13447632E+2,
519.7500,7.00414185E+2,
519.900,6.81078918E+2,
520.0500,7.99827148E+2,
520.200,6.92594421E+2,
520.3500,7.10959412E+2,
520.500,7.50776489E+2,
520.6500,6.45655701E+2,
520.800,7.09467346E+2,
520.9500,7.08962158E+2,
521.100,6.90735291E+2,
521.2500,7.11723755E+2,
521.400,7.22611511E+2,
521.5500,7.62706726E+2,
521.700,6.63141113E+2,
521.8500,6.89263550E+2,
522.00,7.28168396E+2,
522.1500,6.63930298E+2,
522.300,6.64614685E+2,
522.4500,6.65298401E+2,
522.600,7.29893921E+2,
522.7500,6.69220581E+2,
522.900,7.30104858E+2,
523.0500,6.83419067E+2,
523.200,6.85435547E+2,
523.3500,7.22146790E+2,
523.500,7.56361572E+2,
523.6500,7.27548950E+2,
523.800,7.19296448E+2,
523.9500,7.23928589E+2,
524.100,6.82072266E+2,
524.2500,6.93149841E+2,
524.400,6.58938049E+2,
524.5500,7.74980652E+2,
524.700,6.96668091E+2,
524.8500,7.79225525E+2,
525.00,7.54048767E+2,
525.1500,7.30093445E+2,
525.300,7.72525574E+2,
525.4500,7.14628601E+2,
525.600,7.74095703E+2,
525.7500,7.12157104E+2,
525.900,7.73044983E+2,
526.0500,7.55502197E+2,
526.200,7.99546631E+2,
526.3500,7.76762207E+2,
526.500,8.09093506E+2,
526.6500,7.94155090E+2,
526.800,8.68682434E+2,
526.9500,8.23464661E+2,
527.100,8.32286377E+2,
527.2500,8.64924927E+2,
527.400,8.06416382E+2,
527.5500,8.92031250E+2,
527.700,8.71838135E+2,
527.8500,9.13939087E+2,
528.00,8.25991699E+2,
528.1500,9.02734375E+2,
528.300,8.57194092E+2,
528.4500,8.96831055E+2,
528.600,8.92528564E+2,
528.7500,9.44311157E+2,
528.900,9.09291199E+2,
529.0500,9.19695251E+2,
529.200,9.68970947E+2,
529.3500,9.62000000E+2,
529.500,1.00605194E+3,
529.6500,9.97755066E+2,
529.800,9.89434570E+2,
529.9500,9.23143555E+2,
530.100,9.59225281E+2,
530.2500,9.75118469E+2,
530.400,9.72113342E+2,
530.5500,1.02594336E+3,
530.700,9.97234924E+2,
530.8500,1.04306116E+3,
531.00,1.04281604E+3,
531.1500,9.86855713E+2,
531.300,1.01105505E+3,
531.4500,1.10477808E+3,
531.600,1.09641943E+3,
531.7500,1.07711829E+3,
531.900,1.03180554E+3,
532.0500,1.03018787E+3,
532.200,1.06147156E+3,
532.3500,1.03797290E+3,
532.500,1.07069946E+3,
532.6500,1.11311328E+3,
532.800,1.08132629E+3,
532.9500,9.98507324E+2,
533.100,1.07133484E+3,
533.2500,1.04357324E+3,
533.400,1.06411255E+3,
533.5500,1.04042017E+3,
533.700,1.14825586E+3,
533.8500,1.15094299E+3,
534.00,1.06756140E+3,
534.1500,1.03820508E+3,
534.300,1.03382202E+3,
534.4500,1.13250757E+3,
